10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,10
10,10,00,00,01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,10
10,10,00,00,01,01,02,01,01,01,01,01,03,03,03,03,03,01,01,00,00,00,00,00,00,00,00,00,00,10
10,10,00,00,01,01,02,01,01,01,01,01,03,03,03,03,03,01,01,00,00,00,00,00,00,00,00,00,00,10
10,10,00,00,01,01,02,01,01,01,01,01,03,03,03,03,03,01,01,00,00,00,00,00,00,00,00,00,00,10
10,10,00,00,01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,10
10,10,00,00,01,01,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,01,00,10
10,10,00,00,01,01,02,01,11,11,11,11,11,11,11,11,02,11,11,11,11,11,11,11,11,11,02,01,00,10
10,10,00,00,01,01,02,01,11,11,11,11,11,11,11,11,02,11,11,11,11,11,11,11,11,11,02,01,00,10
10,10,00,00,01,01,02,01,11,11,11,11,11,11,11,11,02,11,11,11,11,11,11,11,11,11,02,01,00,10
10,10,00,00,01,01,02,01,11,11,11,11,11,11,11,11,02,11,11,11,11,11,11,11,11,11,02,01,00,10
10,10,00,00,01,01,02,01,11,11,11,11,11,11,11,11,02,11,11,11,11,11,11,11,11,11,02,01,00,10
10,10,00,00,01,01,02,01,11,11,11,11,11,11,11,11,02,11,11,11,11,11,11,11,11,11,02,01,00,10
10,10,00,00,01,01,02,01,11,11,11,11,11,11,11,11,02,11,11,11,11,11,11,11,11,11,02,01,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,01,04,04,04,04,02,02,02,02,02,02,02,01,00,10
10,10,01,01,01,01,02,02,02,02,02,02,02,02,02,02,04,04,04,04,01,01,01,03,03,03,03,01,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,01,04,04,04,04,01,01,01,03,03,03,03,01,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,01,04,04,04,04,01,01,01,03,03,03,03,01,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,02,02,02,02,02,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,01,01,01,01,02,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
